"","ctry","subj","packet","version","question","batc","entr","date","response"
"1098","china",20006,3,1,"minw_19","second","nikki","2017-12-20","i do not agree"
"1099","china",20006,3,1,"minw_22","first","dominic","2017-12-20","i agree"
"1100","china",20006,3,1,"minw_22","second","nikki","2017-12-20","i do not agree"
"1101","china",20006,3,1,"minw_28","first","dominic","2017-12-20","missing data"
"1102","china",20006,3,1,"minw_28","second","nikki","2017-12-20","i agree"
"1103","china",20006,3,1,"tat_03","first","dominic","2017-12-20","strongly disagree"
"1104","china",20006,3,1,"tat_03","second","nikki","2017-12-20","disagree"
"1105","china",20006,3,1,"tat_06","first","dominic","2017-12-20","strongly agree"
"1106","china",20006,3,1,"tat_06","second","nikki","2017-12-20","agree"
"1107","china",20006,3,1,"tat_07","first","dominic","2017-12-20","neither agree nor disagree"
"1108","china",20006,3,1,"tat_07","second","nikki","2017-12-20","disagree"
"1109","china",20006,3,1,"tat_08","first","dominic","2017-12-20","neither agree nor disagree"
"1110","china",20006,3,1,"tat_08","second","nikki","2017-12-20","disagree"
"1111","china",20006,3,1,"tat_09","first","dominic","2017-12-20","agree"
"1112","china",20006,3,1,"tat_09","second","nikki","2017-12-20","disagree"
"1113","china",20006,3,1,"tat_10","first","dominic","2017-12-20","agree"
"1114","china",20006,3,1,"tat_10","second","nikki","2017-12-20","disagree"
"1115","china",20006,3,1,"tat_11","first","dominic","2017-12-20","neither agree nor disagree"
"1116","china",20006,3,1,"tat_11","second","nikki","2017-12-20","disagree"
"1117","china",20006,3,1,"tat_12","first","dominic","2017-12-20","agree"
"1118","china",20006,3,1,"tat_12","second","nikki","2017-12-20","disagree"
"1119","china",20006,3,1,"tat_13","first","dominic","2017-12-20","agree"
"1120","china",20006,3,1,"tat_13","second","nikki","2017-12-20","disagree"
"1121","china",20006,3,1,"tat_18","first","dominic","2017-12-20","agree"
"1122","china",20006,3,1,"tat_18","second","nikki","2017-12-20","neither agree nor disagree"
"1123","china",20006,3,1,"tat_20","first","dominic","2017-12-20","strongly agree"
"1124","china",20006,3,1,"tat_20","second","nikki","2017-12-20","neither agree nor disagree"
"1125","china",20006,3,1,"tat_21","first","dominic","2017-12-20","agree"
"1126","china",20006,3,1,"tat_21","second","nikki","2017-12-20","disagree"
"1127","china",20006,3,1,"tat_23","first","dominic","2017-12-20","agree"
"1128","china",20006,3,1,"tat_23","second","nikki","2017-12-20","disagree"
"1129","china",20006,3,1,"tat_24","first","dominic","2017-12-20","agree"
"1130","china",20006,3,1,"tat_24","second","nikki","2017-12-20","neither agree nor disagree"
"1131","china",20006,3,1,"tat_25","first","dominic","2017-12-20","agree"
"1132","china",20006,3,1,"tat_25","second","nikki","2017-12-20","disagree"
"1133","china",20006,3,1,"tat_26","first","dominic","2017-12-20","neither agree nor disagree"
"1134","china",20006,3,1,"tat_26","second","nikki","2017-12-20","agree"
"1135","china",20006,3,1,"tat_28","first","dominic","2017-12-20","agree"
"1136","china",20006,3,1,"tat_28","second","nikki","2017-12-20","disagree"
"1137","china",20006,3,1,"tat_29","first","dominic","2017-12-20","agree"
"1138","china",20006,3,1,"tat_29","second","nikki","2017-12-20","disagree"
"1139","china",20006,3,1,"tat_30","first","dominic","2017-12-20","agree"
"1140","china",20006,3,1,"tat_30","second","nikki","2017-12-20","neither agree nor disagree"
"1141","china",20007,1,1,"demo_chur","first","lucy","2017-12-08","none"
"1142","china",20007,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1143","china",20007,1,1,"demo_pocc","first","lucy","2017-12-08","staff of state-owned enterprises"
"1144","china",20007,1,1,"demo_pocc","second","dominic","2017-12-13","staffs of state-owned enterprises"
"1145","china",20007,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1146","china",20007,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1147","china",20008,2,1,"demo_chur","first","dominic","2017-12-15",NA
"1148","china",20008,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1149","china",20009,1,1,"demo_chur","first","lucy","2017-12-18","none"
"1150","china",20009,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1151","china",20009,1,1,"dse_15","first","lucy","2017-12-18","not at all close"
"1152","china",20009,1,1,"dse_15","second","dominic","2017-12-13","somewhat close"
"1153","china",20009,1,1,"dse_16","first","lucy","2017-12-18","not at all close"
"1154","china",20009,1,1,"dse_16","second","dominic","2017-12-13","somewhat close"
"1155","china",20009,2,1,"demo_chur","first","lucy","2017-12-18","none"
"1156","china",20009,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1157","china",20009,2,1,"sen2_06","first","lucy","2017-12-18","strongly agree"
"1158","china",20009,2,1,"sen2_06","second","dominic","2017-12-15","agree"
"1159","china",20009,2,1,"sen2_07","first","lucy","2017-12-18","strongly agree"
"1160","china",20009,2,1,"sen2_07","second","dominic","2017-12-15","agree"
"1161","china",20010,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1162","china",20010,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1163","china",20010,1,1,"demo_pocc","first","lucy","2017-12-11","f: teacher, m: nurse"
"1164","china",20010,1,1,"demo_pocc","second","dominic","2017-12-13","f: teacher ; m: nurse"
"1165","china",20010,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1166","china",20010,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1167","china",20010,2,1,"demo_pocc","first","lucy","2017-12-14","f:teacher, m:nurse"
"1168","china",20010,2,1,"demo_pocc","second","dominic","2017-12-15","f: teacher ; m: nurse"
"1169","china",20010,2,1,"demo_tung","first","lucy","2017-12-14","no"
"1170","china",20010,2,1,"demo_tung","second","dominic","2017-12-15","missing data"
"1171","china",20011,1,1,"demo_chur","first","dominic","2017-12-13",NA
"1172","china",20011,1,1,"demo_chur","second","lucy","2017-12-11","none"
"1173","china",20011,2,1,"demo_chur","first","dominic","2017-12-15",NA
"1174","china",20011,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1175","china",20011,2,1,"demo_tung","first","dominic","2017-12-15","missing data"
"1176","china",20011,2,1,"demo_tung","second","lucy","2017-12-14","no"
"1177","china",20011,3,1,"demo_chur","first","dominic","2017-12-20",NA
"1178","china",20011,3,1,"demo_chur","second","lucy","2017-12-19","none"
"1179","china",20011,3,1,"demo_tung","first","dominic","2017-12-20","missing data"
"1180","china",20011,3,1,"demo_tung","second","lucy","2017-12-19","no"
"1181","china",20013,1,1,"wher","first","lucy","2017-12-11","china_packet1,2,3_version1_13"
"1182","china",20013,1,1,"wher","second","dominic","2017-12-13","public space in fudan university"
"1183","china",20014,1,1,"demo_pocc","first","dominic","2017-12-13","f: mechanic m: kindergarten teacher"
"1184","china",20014,1,1,"demo_pocc","second","lucy","2017-12-11","f: mechanic, m: kindergarten teacher"
"1185","china",20014,1,1,"dse_06","first","dominic","2017-12-13","most days"
"1186","china",20014,1,1,"dse_06","second","lucy","2017-12-11","some days"
"1187","china",20014,1,1,"spev_09","first","dominic","2017-12-13","missing data"
"1188","china",20014,1,1,"spev_09","second","lucy","2017-12-11","once"
"1189","china",20014,2,1,"demo_pocc","first","dominic","2017-12-15","f: mechanic m: kindergarten teacher"
"1190","china",20014,2,1,"demo_pocc","second","lucy","2017-12-14","f: mechanic, m: kindergarten teacher"
"1191","china",20015,1,1,"demo_pocc","first","lucy","2017-12-18","f: ems official, m: postal savings bank of china, in charge of credit depatment"
"1192","china",20015,1,1,"demo_pocc","second","dominic","2017-12-13","f: ems official m: postal savings bank of china, in charge of credit department"
"1193","china",20015,1,1,"spev_01","first","lucy","2017-12-18","never"
"1194","china",20015,1,1,"spev_01","second","dominic","2017-12-13","missing data"
"1195","china",20015,2,1,"demo_pocc","first","lucy","2017-12-18","f: ems official, m: postal savings bank of china, in charge of credit department"
"1196","china",20015,2,1,"demo_pocc","second","dominic","2017-12-15","f: ems official m: postal savings bank of china, in charge of credit department"
"1197","china",20016,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1198","china",20016,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1199","china",20016,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1200","china",20016,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1201","china",20016,3,1,"demo_chur","first","lucy","2017-12-19","none"
"1202","china",20016,3,1,"demo_chur","second","dominic","2017-12-20",NA
"1203","china",20016,3,1,"her_05c","first","lucy","2017-12-19","yes"
"1204","china",20016,3,1,"her_05c","second","dominic","2017-12-20","missing data"
"1205","china",20016,3,1,"her_06","first","lucy","2017-12-19","yes"
"1206","china",20016,3,1,"her_06","second","dominic","2017-12-20","missing data"
"1207","china",20017,1,1,"demo_pocc","first","dominic","2017-12-13","father: private businessman; mother: clerk"
"1208","china",20017,1,1,"demo_pocc","second","lucy","2017-12-11","father: private business; mother: clerk"
"1209","china",20017,1,1,"spev_04","first","dominic","2017-12-13","missing data"
"1210","china",20017,1,1,"spev_04","second","lucy","2017-12-11","never"
"1211","china",20017,2,1,"demo_pocc","first","dominic","2017-12-15","father: private businessman ; mother: clerk"
"1212","china",20017,2,1,"demo_pocc","second","lucy","2017-12-14","father: private businessman, mother: clerk"
"1213","china",20018,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1214","china",20018,1,1,"demo_chur","second","dominic","2017-12-19",NA
"1215","china",20018,1,1,"demo_maj","first","lucy","2017-12-11","international economics and trade"
"1216","china",20018,1,1,"demo_maj","second","dominic","2017-12-19","international economies and trade"
"1217","china",20018,1,1,"demo_pocc","first","lucy","2017-12-11","pharmacistc (both)"
"1218","china",20018,1,1,"demo_pocc","second","dominic","2017-12-19","parmacists (both)"
"1219","china",20018,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1220","china",20018,2,1,"demo_chur","second","dominic","2017-12-19",NA
"1221","china",20019,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1222","china",20019,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1223","china",20019,1,1,"demo_pocc","first","lucy","2017-12-11","father: farmer , mother: worker"
"1224","china",20019,1,1,"demo_pocc","second","dominic","2017-12-13","father: farmer ; mother: worker"
"1225","china",20019,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1226","china",20019,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1227","china",20019,2,1,"demo_pocc","first","lucy","2017-12-14","father: farmer, mother: worker"
"1228","china",20019,2,1,"demo_pocc","second","dominic","2017-12-15","father: farmer ; mother: worker"
"1229","china",20020,2,1,"demo_maj","first","dominic","2017-12-15","sociology"
"1230","china",20020,2,1,"demo_maj","second","lucy","2017-12-14","sociobiology"
"1231","china",20021,1,1,"demo_rlgn","first","lucy","2017-12-18","dge-lugs-pa (buddhist sect)"
"1232","china",20021,1,1,"demo_rlgn","second","dominic","2017-12-13","dge-lugs-pa"
"1233","china",20021,2,1,"demo_ethn","first","lucy","2017-12-18","mongolian nationality"
"1234","china",20021,2,1,"demo_ethn","second","dominic","2017-12-15","mangolian nationality"
"1235","china",20021,2,1,"demo_rlgn","first","lucy","2017-12-18","dge-lugs-pa (buddhist sect)"
"1236","china",20021,2,1,"demo_rlgn","second","dominic","2017-12-15","dge-lugs-pa"
"1237","china",20022,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1238","china",20022,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1239","china",20022,1,1,"demo_pocc","first","lucy","2017-12-11","f: worker, m: teacher"
"1240","china",20022,1,1,"demo_pocc","second","dominic","2017-12-13","f: worker; m: teacher"
"1241","china",20022,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1242","china",20022,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1243","china",20022,2,1,"demo_pocc","first","lucy","2017-12-14","f: worker, m: teacher"
"1244","china",20022,2,1,"demo_pocc","second","dominic","2017-12-15","f: worker; m: teacher"
"1245","china",20023,1,1,"demo_chur","first","dominic","2017-12-13",NA
"1246","china",20023,1,1,"demo_chur","second","lucy","2017-11-12","none"
"1247","china",20023,2,1,"demo_chur","first","dominic","2017-12-15",NA
"1248","china",20023,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1249","china",20024,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1250","china",20024,1,1,"demo_chur","second","dominic","2017-12-19",NA
"1251","china",20024,1,1,"demo_pocc","first","lucy","2017-12-11","salesmen"
"1252","china",20024,1,1,"demo_pocc","second","dominic","2017-12-19","salesman"
"1253","china",20024,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1254","china",20024,2,1,"demo_chur","second","dominic","2017-12-19",NA
"1255","china",20025,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1256","china",20025,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1257","china",20025,1,1,"demo_pocc","first","lucy","2017-12-11","engineer, housewife"
"1258","china",20025,1,1,"demo_pocc","second","dominic","2017-12-13","engineer; housewife"
"1259","china",20025,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1260","china",20025,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1261","china",20026,1,1,"dse_02","first","dominic","2017-12-13","missing data"
"1262","china",20026,1,1,"dse_02","second","lucy","2017-12-11","once in a while"
"1263","china",20027,1,1,"demo_chur","first","lucy","2017-12-18","none"
"1264","china",20027,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1265","china",20027,1,1,"demo_maj","first","lucy","2017-12-18","social science experimental class"
"1266","china",20027,1,1,"demo_maj","second","dominic","2017-12-13","social science, experimental class"
"1267","china",20027,2,1,"demo_chur","first","lucy","2017-12-18","none"
"1268","china",20027,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1269","china",20027,2,1,"demo_maj","first","lucy","2017-12-18","social science experimental class"
"1270","china",20027,2,1,"demo_maj","second","dominic","2017-12-15","social science. experimental class"
"1271","china",20027,2,1,"invo_newlab_20","first","lucy","2017-12-18","disagree"
"1272","china",20027,2,1,"invo_newlab_20","second","dominic","2017-12-15","missing data"
"1273","china",20028,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1274","china",20028,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1275","china",20028,1,1,"exwl_27","first","lucy","2017-12-11","TRUE"
"1276","china",20028,1,1,"exwl_27","second","dominic","2017-12-13","FALSE"
"1277","china",20028,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1278","china",20028,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1279","china",20029,1,1,"demo_pocc","first","dominic","2017-12-13","father: policeman mother: teacher"
"1280","china",20029,1,1,"demo_pocc","second","lucy","2017-12-11","father: policeman, mother: teacher"
"1281","china",20029,2,1,"demo_pocc","first","dominic","2017-12-15","father: policeman mother: teacher"
"1282","china",20029,2,1,"demo_pocc","second","lucy","2017-12-14","father: policeman, mother: teacher"
"1283","china",20030,1,1,"demo_chur","first","lucy","2017-12-11","ocasionally go to temples with family"
"1284","china",20030,1,1,"demo_chur","second","dominic","2017-12-19","occasionally go to temples with family"
"1285","china",20031,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1286","china",20031,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1287","china",20031,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1288","china",20031,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1289","china",20032,1,1,"demo_chur","first","dominic","2017-12-13","tianning temple (heavenly tranquility temple)"
"1290","china",20032,1,1,"demo_chur","second","lucy","2017-12-11","tianning temple ('heavenly tranquility temple')"
"1291","china",20032,1,1,"demo_maj","first","dominic","2017-12-13","electrical engineering and automation"
"1292","china",20032,1,1,"demo_maj","second","lucy","2017-12-11","electrical engineer and automotion"
"1293","china",20032,1,1,"demo_pocc","first","dominic","2017-12-13","f: teacher m: doctor"
"1294","china",20032,1,1,"demo_pocc","second","lucy","2017-12-11","f: teachers, m: doctor"
"1295","china",20032,1,1,"demo_tung","first","dominic","2017-12-13","yes"
"1296","china",20032,1,1,"demo_tung","second","lucy","2017-12-11","missing data"
"1297","china",20032,1,1,"exwl_26","first","dominic","2017-12-13",NA
"1298","china",20032,1,1,"exwl_26","second","lucy","2017-12-11","TRUE"
"1299","china",20032,2,1,"demo_chur","first","dominic","2017-12-15","tianning temple ('heavenly tranquility temple')"
"1300","china",20032,2,1,"demo_chur","second","lucy","2017-12-14","tianning temple (heavenly tranquility temple)"
"1301","china",20032,2,1,"demo_pocc","first","dominic","2017-12-15","f: teacher m: doctor"
"1302","china",20032,2,1,"demo_pocc","second","lucy","2017-12-14","f: teacher, m: doctor"
"1303","china",20033,1,1,"demo_chur","first","lucy","2017-12-18","none"
"1304","china",20033,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1305","china",20033,1,1,"demo_pocc","first","lucy","2017-12-18","teachers"
"1306","china",20033,1,1,"demo_pocc","second","dominic","2017-12-13","teacher"
"1307","china",20033,1,1,"exwl_13","first","lucy","2017-12-18","TRUE"
"1308","china",20033,1,1,"exwl_13","second","dominic","2017-12-13",NA
"1309","china",20033,1,1,"exwl_24","first","lucy","2017-12-18","TRUE"
"1310","china",20033,1,1,"exwl_24","second","dominic","2017-12-13",NA
"1311","china",20033,2,1,"demo_chur","first","lucy","2017-12-18","none"
"1312","china",20033,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1313","china",20034,1,1,"demo_chur","first","lucy","2017-12-11","none"
"1314","china",20034,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1315","china",20034,1,1,"demo_pocc","first","lucy","2017-12-11","f: teacher, m: housewife"
"1316","china",20034,1,1,"demo_pocc","second","dominic","2017-12-13","f: teacher ; m: housewife"
"1317","china",20034,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1318","china",20034,2,1,"demo_chur","second","dominic","2017-12-18",NA
"1319","china",20034,2,1,"demo_pocc","first","lucy","2017-12-14","f: teacher, m: housewife"
"1320","china",20034,2,1,"demo_pocc","second","dominic","2017-12-18","f: teacher ; m: housewife"
"1321","china",20034,2,1,"sen2_01","first","lucy","2017-12-14","disagree"
"1322","china",20034,2,1,"sen2_01","second","dominic","2017-12-18","strongly disagree"
"1323","china",20034,2,1,"sen2_02","first","lucy","2017-12-14","strongly agree"
"1324","china",20034,2,1,"sen2_02","second","dominic","2017-12-18","agree"
"1325","china",20034,2,1,"sen2_03","first","lucy","2017-12-14","disagree"
"1326","china",20034,2,1,"sen2_03","second","dominic","2017-12-18","strongly disagree"
"1327","china",20034,2,1,"sen2_04","first","lucy","2017-12-14","strongly agree"
"1328","china",20034,2,1,"sen2_04","second","dominic","2017-12-18","agree"
"1329","china",20035,1,1,"demo_chur","first","dominic","2017-12-13",NA
"1330","china",20035,1,1,"demo_chur","second","lucy","2017-12-12","none"
"1331","china",20035,1,1,"demo_pocc","first","dominic","2017-12-13","administrative staff"
"1332","china",20035,1,1,"demo_pocc","second","lucy","2017-12-12","administrative staffs"
"1333","china",20035,1,1,"spev_02","first","dominic","2017-12-13","missing data"
"1334","china",20035,1,1,"spev_02","second","lucy","2017-12-12","never"
"1335","china",20035,2,1,"demo_chur","first","dominic","2017-12-18",NA
"1336","china",20035,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1337","china",20036,1,1,"demo_chur","first","lucy","2017-12-12","none"
"1338","china",20036,1,1,"demo_chur","second","dominic","2017-12-19",NA
"1339","china",20036,1,1,"demo_maj","first","lucy","2017-12-12","clinical medicine (8 - year program)"
"1340","china",20036,1,1,"demo_maj","second","dominic","2017-12-19","clinical medicine (8-year program)"
"1341","china",20036,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1342","china",20036,2,1,"demo_chur","second","dominic","2017-12-19",NA
"1343","china",20036,2,1,"demo_maj","first","lucy","2017-12-14","clinical medicine (8 year old program)"
"1344","china",20036,2,1,"demo_maj","second","dominic","2017-12-19","clinical medicine (8-year program)"
"1345","china",20036,3,1,"demo_maj","first","lucy","2017-12-19","clinical medicine (8-year program)"
"1346","china",20036,3,1,"demo_maj","second","nikki","2017-12-20","clinical medicine"
"1347","china",20036,3,1,"enco_08","first","lucy","2017-12-19","a few times"
"1348","china",20036,3,1,"enco_08","second","nikki","2017-12-20","once"
"1349","china",20037,1,1,"demo_chur","first","lucy","2017-12-12","none"
"1350","china",20037,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1351","china",20037,1,1,"demo_pocc","first","lucy","2017-12-12","f: accountant, m: financial staff"
"1352","china",20037,1,1,"demo_pocc","second","dominic","2017-12-13","f: accountant ; m: financial staff"
"1353","china",20037,2,1,"demo_pocc","first","lucy","2017-12-14","f: accountant, m: financial staff"
"1354","china",20037,2,1,"demo_pocc","second","dominic","2017-12-18","f: accountant ; m: financial staff"
"1355","china",20038,1,1,"demo_chur","first","dominic","2017-12-13",NA
"1356","china",20038,1,1,"demo_chur","second","lucy","2017-12-12","none"
"1357","china",20038,1,1,"demo_pocc","first","dominic","2017-12-13","f: businessman m: nurse"
"1358","china",20038,1,1,"demo_pocc","second","lucy","2017-12-12","f: businessman, m: nurse"
"1359","china",20038,2,1,"demo_chur","first","dominic","2017-12-18",NA
"1360","china",20038,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1361","china",20038,2,1,"demo_pocc","first","dominic","2017-12-18","f: businessman. m: nurse"
"1362","china",20038,2,1,"demo_pocc","second","lucy","2017-12-14","f: businessman, m: nurse"
"1363","china",20039,1,1,"demo_pocc","first","lucy","2017-12-18","self-employed households"
"1364","china",20039,1,1,"demo_pocc","second","dominic","2017-12-13","self-employed"
"1365","china",20039,1,1,"spev_03","first","lucy","2017-12-18","i don't know"
"1366","china",20039,1,1,"spev_03","second","dominic","2017-12-13","missing data"
"1367","china",20039,2,1,"sen_14","first","lucy","2017-12-18","strongly disagree"
"1368","china",20039,2,1,"sen_14","second","dominic","2017-12-18","missing data"
"1369","china",20040,1,1,"demo_pocc","first","lucy","2017-12-12","f: freelance, m: government staff"
"1370","china",20040,1,1,"demo_pocc","second","dominic","2017-12-13","f: freelance m: government staff"
"1371","china",20040,2,1,"demo_pocc","first","lucy","2017-12-14","f: freelance, m: government staff"
"1372","china",20040,2,1,"demo_pocc","second","dominic","2017-12-18","f: freelance m: government staff"
"1373","china",20040,2,1,"demo_ses","first","lucy","2017-12-14","a little poorer"
"1374","china",20040,2,1,"demo_ses","second","dominic","2017-12-18","missing data"
"1375","china",20041,1,1,"demo_maj","first","dominic","2017-12-13","chinese language & literature"
"1376","china",20041,1,1,"demo_maj","second","lucy","2017-12-12","chinese language and literature"
"1377","china",20041,1,1,"demo_pocc","first","dominic","2017-12-13","f: bank staff m: primary school teacher"
"1378","china",20041,1,1,"demo_pocc","second","lucy","2017-12-12","f: bank staff, m: primary school teacher"
"1379","china",20041,1,1,"demo_rlgn","first","dominic","2017-12-13","leveyan satanism"
"1380","china",20041,1,1,"demo_rlgn","second","lucy","2017-12-12","le veyan satanism"
"1381","china",20041,1,1,"dse_01","first","dominic","2017-12-13","once in a while"
"1382","china",20041,1,1,"dse_01","second","lucy","2017-12-12","never"
"1383","china",20041,1,1,"dse_02","first","dominic","2017-12-13","some days"
"1384","china",20041,1,1,"dse_02","second","lucy","2017-12-12","once in a while"
"1385","china",20041,1,1,"dse_03","first","dominic","2017-12-13","once in a while"
"1386","china",20041,1,1,"dse_03","second","lucy","2017-12-12","never"
"1387","china",20041,1,1,"dse_04","first","dominic","2017-12-13","once in a while"
"1388","china",20041,1,1,"dse_04","second","lucy","2017-12-12","never"
"1389","china",20041,1,1,"dse_05","first","dominic","2017-12-13","once in a while"
"1390","china",20041,1,1,"dse_05","second","lucy","2017-12-12","never"
"1391","china",20041,2,1,"demo_maj","first","dominic","2017-12-18","chinese language & literature"
"1392","china",20041,2,1,"demo_maj","second","lucy","2017-12-14","chinese language and literature"
"1393","china",20041,2,1,"demo_pocc","first","dominic","2017-12-18","f: bank staff m: primary school teacher"
"1394","china",20041,2,1,"demo_pocc","second","lucy","2017-12-14","f: bank staff, m: primary school teacher"
"1395","china",20041,2,1,"demo_rlgn","first","dominic","2017-12-18","leveyan satanism"
"1396","china",20041,2,1,"demo_rlgn","second","lucy","2017-12-14","le veyan satanism"
"1397","china",20042,1,1,"demo_chur","first","lucy","2017-12-12","buddha temples (for tourist purposes, sometimes donate)"
"1398","china",20042,1,1,"demo_chur","second","dominic","2017-12-19","buddha temples (for tourist purpose) (sometimes donate)"
"1399","china",20042,2,1,"demo_chur","first","lucy","2017-12-14","buddha temples (for tourist purpose, sometimes donate)"
"1400","china",20042,2,1,"demo_chur","second","dominic","2017-12-19","buddha temples (for tourist purpose) (sometimes donate)"
"1401","china",20044,1,1,"demo_pocc","first","dominic","2017-12-13","f: lawyer ; m: doctor"
"1402","china",20044,1,1,"demo_pocc","second","lucy","2017-12-12","f: lawyer, m: doctor"
"1403","china",20044,2,1,"demo_pocc","first","dominic","2017-12-18","f: lawyer m: doctor"
"1404","china",20044,2,1,"demo_pocc","second","lucy","2017-12-14","f: lawyer, m:doctor"
"1405","china",20044,2,1,"invo_newlab_1","first","dominic","2017-12-18","neither agree nor disagree"
"1406","china",20044,2,1,"invo_newlab_1","second","lucy","2017-12-14","disagree"
"1407","china",20045,1,1,"demo_chur","first","lucy","2017-12-18","none"
"1408","china",20045,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1409","china",20045,1,1,"demo_maj","first","lucy","2017-12-18","social sciene experimental class"
"1410","china",20045,1,1,"demo_maj","second","dominic","2017-12-13","social science experimental class"
"1411","china",20045,1,1,"demo_pocc","first","lucy","2017-12-18","f: government staff, m: worker"
"1412","china",20045,1,1,"demo_pocc","second","dominic","2017-12-13","f: government staff m: worker"
"1413","china",20045,2,1,"demo_pocc","first","lucy","2017-12-18","f: government staff, m: worker"
"1414","china",20045,2,1,"demo_pocc","second","dominic","2017-12-18","f: government staff m: worker"
"1415","china",20046,1,1,"demo_chur","first","lucy","2017-12-12","none"
"1416","china",20046,1,1,"demo_chur","second","dominic","2017-12-14",NA
"1417","china",20046,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1418","china",20046,2,1,"demo_chur","second","dominic","2017-12-18",NA
"1419","china",20046,3,1,"demo_chur","first","dominic","2017-12-20",NA
"1420","china",20046,3,1,"demo_chur","second","lucy","2017-12-19","none"
"1421","china",20047,1,1,"demo_chur","first","dominic","2017-12-14",NA
"1422","china",20047,1,1,"demo_chur","second","lucy","2017-12-12","none"
"1423","china",20047,1,1,"demo_tung","first","dominic","2017-12-14","missing data"
"1424","china",20047,1,1,"demo_tung","second","lucy","2017-12-12","no"
"1425","china",20047,2,1,"demo_chur","first","dominic","2017-12-18",NA
"1426","china",20047,2,1,"demo_chur","second","lucy","2017-12-15","none"
"1427","china",20047,2,1,"demo_tung","first","dominic","2017-12-18","missing data"
"1428","china",20047,2,1,"demo_tung","second","lucy","2017-12-15","no"
"1429","china",20048,1,1,"demo_chur","first","lucy","2017-12-12","none"
"1430","china",20048,1,1,"demo_chur","second","dominic","2017-12-19",NA
"1431","china",20048,1,1,"demo_pocc","first","lucy","2017-12-12","f: manager, m: self-employed household"
"1432","china",20048,1,1,"demo_pocc","second","dominic","2017-12-19","f: manager m: self-employed household"
"1433","china",20048,2,1,"demo_chur","first","lucy","2017-12-15","none"
"1434","china",20048,2,1,"demo_chur","second","dominic","2017-12-19",NA
"1435","china",20048,2,1,"demo_pocc","first","lucy","2017-12-15","f: manager, m: self-employed household"
"1436","china",20048,2,1,"demo_pocc","second","dominic","2017-12-19","f: manager m: self-employed household"
"1437","china",20048,2,1,"invo_newlab_23","first","lucy","2017-12-15","neither agree nor disagree"
"1438","china",20048,2,1,"invo_newlab_23","second","dominic","2017-12-19","disagree"
"1439","china",20049,1,1,"demo_pocc","first","lucy","2017-12-12","f: company staff, m: housewife"
"1440","china",20049,1,1,"demo_pocc","second","dominic","2017-12-14","f: company staff m: housewife"
"1441","china",20049,2,1,"demo_pocc","first","lucy","2017-12-15","f: company staff, m: housewife"
